"Carimbo de data/hora","Em qual instituição você está fazendo pós graduação?","Se você estuda na UFPR, em qual setor você está inserido?  ","Qual sua atividade atual na sua universidade (relacionada à presença nesta disciplina)?","Em qual grande área do conhecimento sua pesquisa está inserida hoje?","Em qual ano você concluiu sua graduação?","Em qual instituição você concluiu sua graduação? (Responda com a sigla da instituição)","De quais programas de graduação você participou?","Se você já concluiu o mestrado, qual o ano de início do mestrado?","Qual o ano de conclusão do seu mestrado?","Em qual instituição você fez seu mestrado?","Quantos artigos (com qualis) você já publicou?","Você é bolsista remunerado de algum programa? Qual?","Quantas disciplinas de Estatística você cursou na graduação?","Quantas disciplinas DIFERENTES de Estatística vc cursou na pós-graduação (mestrado + doutorado) no total? ","Já utilizou algum software com funcionalidades estatísticas?","Qual(is) software(s) com funcionalidades estatísticas você usa ou já usou?","Você vai utilizar métodos estatísticos na sua Pós-Graduação/Pesquisa?","Qual a importância que você atribui à Estatística no seu trabalho de Pós-Graduação/Pesquisa? ","Se você está fazendo Pós-Graduação, qual a sua principal expectativa após a conclusão?","Como tomou conhecimento da Disciplina Transversal?","Após se matricular no SIGA, você assistiu alguma aula do ano anterior da Disciplina no YouTube? ","Tem/teve contato ou conhecimento sobre os professores coordenadores da disciplina (Paulo Justiniano e/ou Walmes Zeviani)?","Tem/teve contato ou conhecimento sobre o(s) prof(s). colaboradores da disciplina?","Você cursou o ensino médio em escola pública ou particular?","Você cursou ensino médio tradicional ou profissionalizante?","Qual o seu sexo?","Qual a sua altura?","Qual o seu peso?","Qual a data do seu nascimento?","Qual das seguintes categorias descreve melhor sua situação de emprego?","Com quem você mora?","Quantos irmãos você tem?","Qual a sua origem?","Possui habilitação para dirigir? Qual categoria?","Qual seu meio de transporte predominante que utilizava ou utilizaria para Universidade em atividades presenciais?","Em média, quanto tempo você demorava ou demoraria para chegar a Universidade?","Em média, quantas vezes você usa táxi/aplicativo de transporte durante o mês?","Possui animal de estimação?","Toca algum instrumento musical?","De quais redes sociais você participa?","Você pratica atividade física regularmente?","Quantas vezes por semana você se exercita?","Qual atividade você pratica?","Você teve ao menos um teste positivo para covid-19?","Você conhece alguém que já foi infectado pela covid-19?","Você faz parte do grupo de risco?","Dentre as pessoas que você convive, há ao menos uma pertencente ao grupo de risco?","Você foi vacinado contra a covid-19?","Quais das medidas a seguir você considera eficazes na prevenção à covid-19?","E quais das medidas você efetivamente segue para fins de prevenção?","Como a pandemia afetou sua renda?","Como a pandemia afetou seus estudos?","Como a pandemia afetou seu aprendizado?","Você aprova o formato remoto de ensino?","Você sente mais dificuldades no formato remoto quando comparado ao presencial?","Você acha que a pandemia vai afetar o tempo de conclusão da sua pós graduação?","Quantos anos você acha que a pessoa da foto abaixo tem?","Observe as figuras abaixo. Uma delas se chama ""Bouba"" e a outra ""Kiki"". Quem é quem?",
"11/03/2021 14:19:433","UFPR","SD - Saúde","Mestrado Acadêmico","Ciências Biológicas",2005,"UFPR ","Iniciação científica, Monitoria",,,,0,"Não",1,6,"Sim","R, Statistica","Certamente sim",10,"Aumento salarial e oportunidades mais promissoras.","Pelo(a)  orientador(a)","Não","Não","Não","Totalmente em escola particular","Ensino médio tradicional","Feminino",174,65,"07/03/1983","Servidor público ","Sozinho",1,"Interior do Paraná","B (carro)","Carro/moto próprio",20,0,"Não possuo","Não toco nenhum instrumento","Facebook, Instagram, Linkedin","Não",32,"Musculação","Não","Não","Não","Não","Não","Uso de máscaras","Uso de máscaras","Extinguiu minha renda","Não afetou","Afetou pouco","Sim","Sim","Sim",45,"A da esquerda se chama Bouba, a da direita se chama Kiki.",38
"11/03/2021 14:19:434","UEPG",,"Mestrado Acadêmico","Ciências Biológicas",2019,"UFSC","Iniciação científica, Monitoria",,,,0,"CAPES",2,0,"Sim","R, Statistica","Certamente sim",9,"Conseguir um emprego.","Pelo(a)  orientador(a)","Não","Não","Não","Totalmente em escola pública","Ensino médio profissionalizante (técnico)","Masculino",176,72,"09/04/1996","Bolsista em tempo integral","Pensão, quarto alugado ou algo similar",1,"Outro Estado","A e B (moto e carro)","A pé",15,4,"Não possuo","Não toco nenhum instrumento","Facebook, Instagram","Não",50,"Musculação, Vôlei","Não","Não","Não","Não","Não","Uso de máscaras, Uso de luvas, Uso de proteção ocular, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social","Uso de máscaras, Uso de luvas, Uso de proteção ocular, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social","Afetou muito","Não afetou","Não afetou","Sim","Sim","Sim",58,"A da esquerda se chama Bouba, a da direita se chama Kiki.",48
"11/03/2021 14:19:435","UEPG",,"Mestrado Acadêmico","Ciências Biológicas",2019,"UFSC","Iniciação científica, Monitoria",,,,0,"CAPES",2,0,"Sim","R, Statistica","Certamente sim",9,"Conseguir um emprego.","Pelo(a)  orientador(a)","Não","Não","Não","Totalmente em escola pública","Ensino médio profissionalizante (técnico)","Masculino",176,72,"09/04/1996","Bolsista em tempo integral","Pensão, quarto alugado ou algo similar",1,"Outro Estado","A e B (moto e carro)","A pé",15,4,"Não possuo","Não toco nenhum instrumento","Facebook, Instagram","Não",48,"Caminhada","Não","Não","Não","Não","Não","Uso de máscaras","Uso de máscaras","Não afetou","Estudei mais que o normal","Afetou moderadamente","Não sei dizer","Não","Não",58,"A da esquerda se chama Bouba, a da direita se chama Kiki.",43
"11/03/2021 14:19:436","UNIOESTE",,"Doutorado","Ciências Biológicas",2012,"uniamerica","Não participei",2013,2015,"unioeste",0,"Não",1,2,"Sim","R, Statistica","Certamente sim",10,"Conseguir um emprego.","Por colegas","Não","Não","Não","Totalmente em escola pública","Ensino médio tradicional","Feminino",170,89,"24/05/1982","Trabalho ocasional","Com o namorado(a)/noivo(a)/cônjuge",2,"Interior do Paraná","A e B (moto e carro)","A pé",15,0,"Outro","Não toco nenhum instrumento","Facebook, Instagram","Não",19,"Nenhuma","Não","Não","Não","Não","Não","Isolamento social","Isolamento social","Não afetou","Não afetou","Afetou muito","Sim","Sim","Sim",40,"A da esquerda se chama Bouba, a da direita se chama Kiki.",50
"11/03/2021 14:19:437","UFPR","CT - Ciências da Terra","Mestrado Acadêmico","Ciências Biológicas",2019,"UFPR","Iniciação científica",,,,0,"Não",4,4,"Sim","R, Statistica, Excel ou similares","Certamente sim",10,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Pelo(a)  orientador(a)","Não","Não","Não","Totalmente em escola pública","Ensino médio tradicional","Feminino",157,58,"10/11/1997","Estudante de pós-graduação","Pensão, quarto alugado ou algo similar",1,"Interior do Paraná","A e B (moto e carro)","Bicicleta",15,2,"Não possuo","Não toco nenhum instrumento","Facebook, Google+, Instagram","Não",47,"Caminhada","Não","Não","Não","Não","Não","Vacinação","Vacinação","Afetou moderadamente","Não afetou","Não afetou","Sim","Sim","Sim",40,"A da esquerda se chama Bouba, a da direita se chama Kiki.",58
"11/03/2021 14:19:438","UEPG",,"Mestrado Acadêmico","Ciências Biológicas",2019,"UFSC","Iniciação científica, Monitoria",,,,0,"CAPES",2,0,"Sim","R, Statistica, Excel ou similares","Certamente sim",10,"Conseguir um emprego.","Pelo(a)  orientador(a)","Não","Não","Não","Totalmente em escola pública","Ensino médio profissionalizante (técnico)","Masculino",175,70,"09/04/1996","Bolsista em tempo integral","Com amigos",1,"Outro Estado","A e B (moto e carro)","A pé",15,5,"Não possuo","Não toco nenhum instrumento","Facebook, Instagram","Não",12,"Ciclismo","Não","Não","Não","Não","Não","Tratamento precoce (de qualquer espécie)","Tratamento precoce (de qualquer espécie)","Não afetou","Não afetou","Não afetou","Sim","Sim","Sim",52,"A da esquerda se chama Bouba, a da direita se chama Kiki.",40
"11/03/2021 14:19:439","UEPG",,"Doutorado","Ciências Exatas",2013,"UEPG","Iniciação científica, Monitoria, Projeto de extensão",2014,2016,"UEPG",0,"Não",1,0,"Sim","R, Statistica, Excel ou similares","Não sei ainda",8,"Aumento salarial e oportunidades mais promissoras.","Pelo(a)  orientador(a)","Não","Não","Não","Totalmente em escola particular","Ensino médio tradicional","Masculino",189,100,"06/04/1991","Trabalho com carteira assinada/Vínculo Formal","Com os pais",0,"Outro Estado","B (carro)","Carro/moto próprio",300,0,"Cachorro","Não toco nenhum instrumento","Facebook, Google+, Instagram, Linkedin, Outras","Não",42,"Vôlei","Não","Não","Não","Não","Não","Isolamento social","Isolamento social","Extinguiu minha renda","Estudei menos que o normal","Afetou moderadamente","Não","Sim","Sim",45,"A da esquerda se chama Kiki, a da direita se chama Bouba.",54
"11/03/2021 14:19:440","UNILA",,"Mestrado Acadêmico","Ciências Exatas",2019,"UNICENTRO","Iniciação científica, PET, Projeto de extensão",,,,2,"Não",1,0,"Sim","R, Statistica, Excel ou similares","Não sei ainda",9,"Aumento salarial e oportunidades mais promissoras.","Pelo(a)  orientador(a)","Não","Não","Não","Parte em escola pública, parte em particular","Ensino médio tradicional","Masculino",184,76,"09/10/1995","Trabalho por contrato","Com o namorado(a)/noivo(a)/cônjuge",1,"Interior do Paraná","B (carro)","Carona com amigos",20,3,"Gato","Não toco nenhum instrumento","Facebook, Twitter, Google+, Instagram, Linkedin","Não",15,"Nenhuma","Não","Não","Não","Não","Não","Distanciamento entre indivíduos (1 metro ou mais)","Distanciamento entre indivíduos (1 metro ou mais)","Não afetou","Estudei menos que o normal","Afetou pouco","Não","Sim","Sim",55,"A da esquerda se chama Kiki, a da direita se chama Bouba.",42
"11/03/2021 14:19:441","UFPR","BL - Ciências Biológiccas","Mestrado Acadêmico","Ciências Biológicas",2019,"UNESPAR","Iniciação científica, Residência Pedagógica, PIBID",,,,0,"CAPES",1,27,"Sim","R, Statistica, Excel ou similares","Certamente sim",10,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Coordenador da Pós- Graduação","Não","Não","Não","Totalmente em escola pública","Ensino médio tradicional","Feminino",158,65,"19/07/1990","Bolsista em tempo integral","Com amigos",1,"Outro Estado","B (carro)","Transporte público",30,3,"Não possuo","Não toco nenhum instrumento","Facebook, Instagram","Não",9,"Caminhada, Basquete","Não","Não","Não","Não","Não","Uso de proteção ocular","Uso de proteção ocular","Afetou muito","Estudei menos que o normal","Afetou moderadamente","Não","Sim","Sim",48,"A da esquerda se chama Kiki, a da direita se chama Bouba.",50
"11/03/2021 14:19:442","UNICENTRO",,"Doutorado","Ciências Exatas",2014,"UNICENTRO","Monitoria",2018,2020,"UNICENTRO",3,"Não",3,20,"Sim","R, Statistica, Excel ou similares","Certamente sim",9,"Conseguir um emprego.","Pelo(a)  orientador(a)","Não","Não","Sim","Totalmente em escola pública","Ensino médio profissionalizante (técnico)","Masculino",183,88,"10/12/1983","Trabalho por contrato","Com o namorado(a)/noivo(a)/cônjuge",1,"Interior do Paraná","A e B (moto e carro)","Carona com amigos",15,0,"Cachorro","Não toco nenhum instrumento","Facebook, Instagram, Linkedin","Não",64,"Musculação","Não","Não","Não","Não","Não","Uso de máscaras, Uso de luvas, Uso de proteção ocular, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social","Uso de máscaras, Uso de luvas, Uso de proteção ocular, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social","Não afetou","Não afetou","Afetou muito","Sim","Sim","Sim",39,"A da esquerda se chama Bouba, a da direita se chama Kiki.",55
"11/03/2021 14:19:443","UFPR","SD - Saúde","Doutorado","Ciências Humanas",1998,"UNIOESTE","Não participei",2015,2018,"UFPR",2,"Não",2,10,"Sim","R, Statistica, Excel ou similares","Certamente sim",9,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Pelo(a)  orientador(a)","Não","Não","Não","Parte em escola pública, parte em particular","Ensino médio tradicional","Feminino",158,60,"07/06/1976","Trabalho com carteira assinada/Vínculo Formal","Sozinho",2,"Interior do Paraná","B (carro)","Táxi/Aplicativo",30,30,"Não possuo","Não toco nenhum instrumento","Facebook, Twitter, Google+, Instagram, Linkedin, Outras","Não",10,"Corrida","Não","Não","Não","Não","Não","Uso de máscaras, Uso de luvas, Uso de proteção ocular, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social","Uso de máscaras, Uso de luvas, Uso de proteção ocular, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social","Extinguiu minha renda","Não afetou","Afetou moderadamente","Sim","Não sei dizer","Não sei dizer",35,"A da esquerda se chama Kiki, a da direita se chama Bouba.",50
"11/03/2021 14:19:444","UFPR","ET - Exatas","Doutorado","Ciências Exatas",2007,"FAG","Não participei",2015,2017,"UTFPR",10,"Não",1,1,"Sim","R, Statistica, Excel ou similares","Certamente sim",10,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Site da UFPR ou instituição de origem","Não","Não","Não","Totalmente em escola pública","Ensino médio profissionalizante (técnico)","Feminino",170,63,"04/05/1973","Trabalho com carteira assinada/Vínculo Formal","Com o namorado(a)/noivo(a)/cônjuge",3,"Interior do Paraná","B (carro)","Táxi/Aplicativo",15,2,"Cachorro, Pássaro","Não toco nenhum instrumento","Nenhuma","Não",6,"Pilates","Não","Não","Não","Não","Não","Uso de máscaras, Uso de luvas, Uso de proteção ocular, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social","Uso de máscaras, Uso de luvas, Uso de proteção ocular, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social","Afetou moderadamente","Estudei menos que o normal","Afetou moderadamente","Não","Sim","Sim",43,"A da esquerda se chama Kiki, a da direita se chama Bouba.",60
"11/03/2021 14:19:445","UNIOESTE",,"Doutorado","Ciências Biológicas",2012,"uniamerica","Não participei",2013,2015,"unioeste",0,"Não",1,2,"Sim","R, Statistica, Excel ou similares","Certamente sim",10,"Conseguir um emprego.","Pelo(a)  orientador(a)","Não","Não","Não","Totalmente em escola pública","Ensino médio tradicional","Feminino",170,85,"24/05/1982","desempregada","Com o namorado(a)/noivo(a)/cônjuge",2,"Interior do Paraná","A e B (moto e carro)","A pé",15,0,"Outro","Não toco nenhum instrumento","Facebook, Instagram","Não",23,"Natação","Não","Não","Não","Não","Não","Uso de máscaras, Uso de luvas, Uso de proteção ocular, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social","Uso de máscaras, Uso de luvas, Uso de proteção ocular, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social","Afetou pouco","Não afetou","Afetou pouco","Sim","Sim","Sim",45,"A da esquerda se chama Bouba, a da direita se chama Kiki.",49
"11/03/2021 14:19:446","UNILA",,"Doutorado","Ciências Exatas",2015,"UNICENTRO","Iniciação científica",2015,2017,"UNIOESTE",19,"CAPES",2,1,"Sim","R, Statistica, Excel ou similares, Matlab","Certamente sim",7,"Aumento salarial e oportunidades mais promissoras.","Pelo(a)  orientador(a)","Sim","Não","Não","Totalmente em escola pública","Ensino médio tradicional","Masculino",181,95,"07/03/1991","Bolsista em tempo integral","Com o namorado(a)/noivo(a)/cônjuge",4,"Interior do Paraná","B (carro)","Carro/moto próprio",200,0,"Não possuo","Violão, Guitarra, Contrabaixo, Outro","Facebook, Instagram, Linkedin","Sim",31,"Vôlei","Não","Não","Não","Não","Não","Lavagem frequente das mãos","Lavagem frequente das mãos","Afetou pouco","Não afetou","Afetou moderadamente","Sim","Não sei dizer","Não sei dizer",48,"A da esquerda se chama Kiki, a da direita se chama Bouba.",45
"11/03/2021 14:19:447","UFPR","BL - Ciências Biológiccas","Mestrado Acadêmico","Ciências Biológicas",2020,"UFPR","Iniciação científica",,,,0,"CAPES",1,0,"Sim","R, Statistica, Excel ou similares, Matlab","Certamente sim",9,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Site da UFPR ou instituição de origem","Não","Não","Não","Totalmente em escola particular","Ensino médio tradicional","Feminino",168,62,"01/07/1997","Bolsista em tempo integral","Com os pais",0,"Curitiba","B (carro)","Carro/moto próprio",30,0,"Cachorro","Não toco nenhum instrumento","Facebook, Instagram, Linkedin","Não",35,"Vôlei","Não","Não","Não","Não","Não","Uso de luvas","Uso de luvas","Extinguiu minha renda","Não afetou","Afetou muito","Sim","Sim","Sim",36,"A da esquerda se chama Bouba, a da direita se chama Kiki.",42
"11/03/2021 14:19:448","UFPR","TC - Tecnologia","Doutorado","Ciências Exatas",2009,"FATEB","Iniciação científica, Monitoria",2010,2012,"UFPR",3,"CAPES",1,8,"Sim","R, Statistica, Excel ou similares, Matlab","Certamente sim",9,"Aumento salarial e oportunidades mais promissoras.","Site da UFPR ou instituição de origem","Não","Não","Não","Totalmente em escola pública","Ensino médio tradicional","Masculino",168,79,"28/12/1982","Bolsista em tempo integral","Sozinho",2,"Outro Estado","Não","A pé",10,4,"Não possuo","Não toco nenhum instrumento","Instagram, Linkedin","Não",21,"Caminhada, Basquete","Não","Não","Não","Não","Não","Lavagem frequente das mãos","Lavagem frequente das mãos","Não afetou","Estudei mais que o normal","Afetou moderadamente","Não sei dizer","Não","Não",50,"A da esquerda se chama Bouba, a da direita se chama Kiki.",43
"11/03/2021 14:19:449","UFPR","BL - Ciências Biológiccas","Mestrado Acadêmico","Ciências Exatas",2020,"Universidade Positivo","Iniciação científica, Monitoria",,,,0,"Não",1,0,"Sim","R, Statistica, Excel ou similares, Matlab","Certamente sim",10,"Conseguir um emprego.","Site da UFPR ou instituição de origem","Sim","Não","Não","Totalmente em escola particular","Ensino médio tradicional","Feminino",169,66,"28/11/1996","Desempregada.","Com os pais",1,"Curitiba","B (carro)","Carro/moto próprio",15,3,"Cachorro","Teclado","Facebook, Instagram, Linkedin","Sim",33,"Vôlei","Não","Não","Não","Não","Não","Uso de proteção ocular","Uso de proteção ocular","Afetou muito","Estudei mais que o normal","Afetou moderadamente","Não sei dizer","Não","Não",50,"A da esquerda se chama Bouba, a da direita se chama Kiki.",55
"11/03/2021 14:19:450","IFPR","SD - Saúde","Doutorado","Ciências Biológicas",2008,"ESEEI","Não participei",2009,2011,"UFPR",1,"Não",1,1,"Sim","R, Statistica, Excel ou similares, Matlab","Certamente sim",10,"Aumento salarial e oportunidades mais promissoras.","Pelo(a)  orientador(a)","Não","Não","Não","Totalmente em escola pública","Ensino médio tradicional","Masculino",175,70,"18/09/1970","Servidor Público","Com o namorado(a)/noivo(a)/cônjuge",2,"Outro Estado","A e B (moto e carro)","Carro/moto próprio",20,0,"Não possuo","Não toco nenhum instrumento","Facebook","Não",21,"Caminhada","Não","Não","Não","Não","Não","Tratamento precoce (de qualquer espécie)","Tratamento precoce (de qualquer espécie)","Não afetou","Não afetou","Afetou moderadamente","Sim","Não sei dizer","Não sei dizer",50,"A da esquerda se chama Kiki, a da direita se chama Bouba.",50
"11/03/2021 14:19:451","UFPR","SD - Saúde","Doutorado","Ciências Biológicas",2008,"ESEEI","Não participei",2009,2011,"UFPR",4,"Não",1,2,"Sim","R, Statistica, Excel ou similares, Matlab","Certamente sim",10,"Aumento salarial e oportunidades mais promissoras.","Pelo(a)  orientador(a)","Não","Não","Não","Totalmente em escola pública","Ensino médio tradicional","Masculino",175,70,"18/09/1970","Servidor Público","Com o namorado(a)/noivo(a)/cônjuge",2,"Interior do Paraná","A e B (moto e carro)","Carro/moto próprio",20,0,"Não possuo","Não toco nenhum instrumento","Facebook","Não",47,"Vôlei","Não","Não","Não","Não","Não","Uso de álcool em gel","Uso de álcool em gel","Não afetou","Estudei menos que o normal","Afetou muito","Não","Sim","Sim",50,"A da esquerda se chama Kiki, a da direita se chama Bouba.",52
"11/03/2021 14:19:452","UNILA",,"Doutorado","Ciências Exatas",2001,"CESUFOZ","Não participei",2015,2016,"UNIOESTE",4,"Não",1,8,"Sim","R, Statistica, Excel ou similares, Matlab","Certamente sim",5,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Pelo(a)  orientador(a)","Não","Não","Não","Totalmente em escola pública","Ensino médio profissionalizante (técnico)","Masculino",190,97,"18/12/1974","Funcionário público","Com outros familiares",2,"Interior do Paraná","B (carro)","Carro/moto próprio",10,0,"Cachorro","Violão, Guitarra, Teclado","Facebook, Instagram, Linkedin","Não",60,"Corrida","Não","Não","Não","Não","Não","Vacinação","Vacinação","Afetou pouco","Não afetou","Afetou moderadamente","Sim","Não sei dizer","Não sei dizer",50,"A da esquerda se chama Kiki, a da direita se chama Bouba.",55
"11/03/2021 14:19:453","UFPR","TC - Tecnologia","Doutorado","Ciências Exatas",2009,"FATEB","Iniciação científica, Monitoria",2010,2012,"UFPR",2,"CNPQ",1,8,"Sim","R, Statistica, Excel ou similares, Matlab, Origin ","Certamente sim",8,"Conseguir um emprego.","Site da UFPR ou instituição de origem","Sim","Não","Não","Totalmente em escola pública","Ensino médio tradicional","Masculino",168,78,"28/12/1982","Bolsista em tempo integral","Sozinho",2,"Outro Estado","Não","A pé",15,4,"Não possuo","Não toco nenhum instrumento","Facebook, Instagram, Linkedin","Sim",9,"Caminhada","Não","Não","Não","Não","Não","Tratamento precoce (de qualquer espécie)","Tratamento precoce (de qualquer espécie)","Não afetou","Não afetou","Afetou moderadamente","Sim","Sim","Sim",50,"A da esquerda se chama Bouba, a da direita se chama Kiki.",55
