"","ln_instituicao","ln_setorAtuacao","lo_ativAtuacao","ln_setorArea","tc_anoFimGrad","ln_localGrad","ln_progGrad","tc_inicMest","tc_fimMest","ln_localMest","td_artigo","ln_bolsaEstudo","td_estatGrad","td_estatPGrad","lo_soft","ln_enumSoft","lo_importancia","td_notaImport","ln_expectAposPG","ln_conhecTransv","lo_videoTransv","ln_turma","lo_contatoProfDisc","lo_contatoProfColabDisc","ln_medio1","ln_medio2","ln_sexo","tc_altura","tc_peso","dataNasc","ln_tipoTrab","ln_compMoradia","td_numIrmao","ln_origem","ln_tipoHab","ln_tipoTransp","tc_tempoPUniv","td_qtddServTransp","ln_pet","ln_instr","ln_rede","tc_idadeProf","ln_kiki","tc_IMC","tc_idade","id_foto"
"488","ufpr","bl - ciencias biologiccas","mestrado academico","ciencias biologicas",2019,"outro","monitoria; projeto de extensao",NA,NA,"outro",0,"nao",1,3,"sim","excel","certamente sim",10,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","site da ufpr ou instituicao de origem","nao","Remota","nao","nao","totalmente em escola particular","ensino medio tradicional","Feminino",172,67,1996-12-04,"trabalho com carteira assinada/vinculo formal","com os pais",1,"reg. metr.","a e b (moto e carro)","carro/moto proprio",25,0,"cachorro","teclado","Facebook; Instagram; Linkedin",40,"B se chama Bouba e A se chama Kiki.",22.6473769605192,24,1
"489","ufpr","bl - ciencias biologiccas","mestrado academico","ciencias biologicas",2019,"ufpr","iniciacao cientifica",NA,NA,"outro",1,"cnpq",1,6,"sim","graphpad prism","certamente sim",10,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","por colegas","nao","Remota","nao","nao","totalmente em escola publica","ensino medio profissionalizante (tecnico)","Feminino",152,48,1995-07-07,"bolsista em tempo integral","com os pais",2,"reg. metr.","b (carro)","carro/moto proprio",20,0,"cachorro","nao toco nenhum instrumento","Instagram",45,"A se chama Bouba e B se chama Kiki.",20.7756232686981,25,1
"490","ufpr","tc - tecnologia","professor","ciencias exatas",1996,"outro","iniciacao cientifica; pet; monitoria",1997,1999,"outro",20,"cnpq",1,14,"sim","excel; matlab","certamente sim",10,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","por colegas","nao","Remota","nao","nao","totalmente em escola particular","ensino medio tradicional","Masculino",169,69,1974-11-13,"trabalho com carteira assinada/vinculo formal","com outros familiares",3,"outro estado","a e b (moto e carro)","carro/moto proprio",8,2,"cachorro","teclado","Linkedin",55,"B se chama Bouba e A se chama Kiki.",24.1588179685585,46,1
"491","uepg",NA,"mestrado academico","ciencias biologicas",2019,"uepg","iniciacao cientifica; empresa junior",NA,2022,"outro",0,"nao",1,0,"sim","statistica; excel","certamente sim",10,"aumento salarial e oportunidades mais promissoras.","por colegas","nao","Remota","nao","nao","totalmente em escola publica","ensino medio tradicional","Feminino",163,60,1996-07-09,"trabalho com carteira assinada/vinculo formal","com os pais",1,"interior","b (carro)","carro/moto proprio",30,0,"nao possuo","nao toco nenhum instrumento","Facebook; Instagram; Linkedin",36,"A se chama Bouba e B se chama Kiki.",22.5827091723437,24,1
"492","unila","ct - ciencias da terra","doutorado","ciencias biologicas",2004,"unioeste","iniciacao cientifica; monitoria",2009,2011,"unioeste",13,"nao",1,1,"sim","excel; sisvar","certamente sim",10,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","pelo(a)  orientador(a)","nao","Remota","nao","nao","totalmente em escola publica","ensino medio tradicional","Feminino",166,60,1981-08-18,"outro","sozinho",2,"interior","a e b (moto e carro)","carro/moto proprio",10,0,"gato","nao toco nenhum instrumento","Facebook; Instagram",53,"B se chama Bouba e A se chama Kiki.",21.7738423573813,39,1
"493","unicentro","ag - agrarias","doutorado","ciencias exatas",2012,"outro","iniciacao cientifica; projeto de extensao",2013,2015,"outro",10,"capes",2,14,"sim","r; minitab; excel; matlab; systat","certamente sim",10,"conseguir um emprego.","site da ufpr ou instituicao de origem","nao","Remota","nao","nao","totalmente em escola publica","ensino medio tradicional","Feminino",160,56,1990-10-11,"bolsista em tempo integral","pensao, quarto alugado ou algo similar",1,"outro estado","b (carro)","transporte publico",30,0,"nao possuo","teclado","Facebook; Instagram",37,"B se chama Bouba e A se chama Kiki.",21.875,30,1
"494","uepg",NA,"doutorado","ciencias biologicas",2017,"uepg",NA,2018,2020,"uepg",3,"capes",1,15,"sim","sigma plot","certamente sim",10,"conseguir um emprego.","pelo(a)  orientador(a)","nao","Remota","nao","nao","totalmente em escola particular","ensino medio tradicional","Feminino",165,70,1985-01-11,"bolsista em tempo integral","com os pais",4,"interior","b (carro)","carro/moto proprio",15,0,"gato","nao toco nenhum instrumento","Facebook; Instagram",40,"B se chama Bouba e A se chama Kiki.",25.7116620752984,36,1
"495","ufpr","bl - ciencias biologiccas","mestrado academico","ciencias biologicas",2019,"ufpr","iniciacao cientifica; pet; projeto de extensao",NA,NA,"outro",0,"capes",1,6,"sim","excel","certamente sim",10,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","site da ufpr ou instituicao de origem","nao","Remota","nao","nao","totalmente em escola publica","ensino medio tradicional","Masculino",180,54,1996-09-20,"bolsista em tempo integral","com outros familiares",2,"curitiba","nao","transporte publico",60,4,"nao possuo","piano","Facebook; Twitter; Instagram; Linkedin",50,"B se chama Bouba e A se chama Kiki.",16.6666666666667,24,1
"496","ufpr","et - exatas","doutorado","ciencias exatas",2016,"ufpr","iniciacao cientifica",2017,2019,"ufpr",2,"nao",3,0,"sim","r; excel; matlab","nao sei ainda",5,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","pelo(a)  orientador(a)","nao","Remota","nao","nao","totalmente em escola particular","ensino medio tradicional","Masculino",177,86,1992-07-16,"trabalho com carteira assinada/vinculo formal","com os pais",2,"curitiba","b (carro)","carro/moto proprio",15,2,"cachorro","nao toco nenhum instrumento","Facebook; Instagram; Linkedin",49,"B se chama Bouba e A se chama Kiki.",27.4506048708864,28,1
"497","ufpr","ag - agrarias","mestrado academico","ciencias biologicas",2019,"outro","monitoria; projeto de extensao",NA,NA,"outro",1,"nao",1,0,"sim","r; sas; excel","certamente sim",10,"aumento salarial e oportunidades mais promissoras.","pelo(a)  orientador(a)","nao","Presencial","nao","nao","totalmente em escola publica","ensino medio tradicional","Feminino",150,48,1998-05-05,"outro","com os pais",2,"outro estado","b (carro)","a pe",20,0,"cachorro; gato","nao toco nenhum instrumento","Facebook; Instagram; Linkedin",50,"B se chama Bouba e A se chama Kiki.",21.3333333333333,22,1
"498","ufpr","sd - saude","mestrado academico","ciencias biologicas",2006,"outro","projeto de extensao",NA,NA,"outro",1,"capes",1,7,"nao","","certamente sim",10,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","site da ufpr ou instituicao de origem","nao","Presencial","nao","nao","totalmente em escola particular","ensino medio tradicional","Feminino",167,55,1985-03-05,"outro","com o namorado(a)/noivo(a)/conjuge",2,"interior","b (carro)","carro/moto proprio",30,0,"cachorro","nao toco nenhum instrumento","Instagram",55,"B se chama Bouba e A se chama Kiki.",19.7210369679802,36,1
"499","uepg",NA,"mestrado academico","ciencias biologicas",2019,"uepg","iniciacao cientifica; monitoria; projeto de extensao",NA,NA,"outro",0,"capes",0,0,"sim","spss; excel; graphpad prisma","certamente sim",10,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","outro","nao","Remota","nao","nao","totalmente em escola publica","ensino medio tradicional","Feminino",176,82,1997-06-28,"bolsista em tempo integral","pensao, quarto alugado ou algo similar",5,"interior","b (carro)","a pe",20,15,"cachorro","nao toco nenhum instrumento","Facebook; Instagram; Linkedin",48,"B se chama Bouba e A se chama Kiki.",26.4721074380165,23,1
"500","unila",NA,"doutorado","ciencias exatas",2012,"outro","iniciacao cientifica",2013,2016,"outro",1,"nao",2,37,"sim","r; excel","certamente sim",5,"aumento salarial e oportunidades mais promissoras.","pelo(a)  orientador(a)","nao","Remota","nao","nao","totalmente em escola particular","ensino medio profissionalizante (tecnico)","Feminino",157,54,1988-06-17,"trabalho com carteira assinada/vinculo formal","com os pais",6,"exterior","b (carro)","carro/moto proprio",35,0,"cachorro","nao toco nenhum instrumento","Facebook; Instagram; Linkedin",55,"B se chama Bouba e A se chama Kiki.",21.9075824577062,32,1
"501","unila",NA,"doutorado","ciencias exatas",2016,"unila","iniciacao cientifica; monitoria",2017,2019,"unioeste",2,"nao",1,5,"sim","excel; matlab","certamente sim",7,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","pelo(a)  orientador(a)","nao","Remota","nao","nao","totalmente em escola publica","ensino medio tradicional","Masculino",175,85,1993-08-08,"trabalho com carteira assinada/vinculo formal","sozinho",3,"exterior","a (moto)","transporte publico",40,8,"gato","nao toco nenhum instrumento","Linkedin",50,"B se chama Bouba e A se chama Kiki.",27.7551020408163,27,1
"502","ufpr","ch - humanas","professor","ciencias humanas",2002,"outro","iniciacao cientifica",2002,2004,"outro",20,"nao",0,10,"sim","spss; excel","certamente sim",5,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","site da ufpr ou instituicao de origem","nao","Remota","nao","nao","totalmente em escola particular","ensino medio tradicional","Masculino",170,94,1980-02-11,"trabalho com carteira assinada/vinculo formal","com o namorado(a)/noivo(a)/conjuge",3,"outro estado","b (carro)","a pe",25,20,"nao possuo","nao toco nenhum instrumento","Twitter; Linkedin",50,"B se chama Bouba e A se chama Kiki.",32.5259515570934,41,1
"503","uepg","sd - saude","mestrado academico","ciencias biologicas",2017,"uepg","iniciacao cientifica; monitoria; projeto de extensao",2018,2020,"uepg",0,"capes",2,10,"sim","statistica; spss; excel; prism","certamente sim",10,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","pelos professores que ministram/ministraram disciplinas da transversal","nao","Remota","nao","nao","totalmente em escola publica","ensino medio tradicional","Feminino",180,50,1994-07-15,"bolsista em tempo integral","com os pais",1,"interior","nao","transporte publico",30,0,"cachorro; gato; passaro","nao toco nenhum instrumento","Facebook; Twitter; Instagram",55,"B se chama Bouba e A se chama Kiki.",15.4320987654321,26,1
"504","ufpr","sd - saude","doutorado","ciencias biologicas",2005,"ufpr","monitoria",2014,2016,"ufpr",0,"nao",1,1,"sim","statistica; excel; matlab","certamente sim",7,"aumento salarial e oportunidades mais promissoras.","site da ufpr ou instituicao de origem","nao","Remota","nao","nao","totalmente em escola particular","ensino medio tradicional","Feminino",161,54,1981-02-15,"trabalho com carteira assinada/vinculo formal","com o namorado(a)/noivo(a)/conjuge",2,"curitiba","b (carro)","a pe",15,5,"nao possuo","teclado","Facebook; Twitter; Instagram; Linkedin",50,"B se chama Bouba e A se chama Kiki.",20.8325296091972,40,1
"505","uepg",NA,"mestrado profissional","ciencias biologicas",2019,"outro","monitoria; projeto de extensao",NA,NA,"uepg",0,"capes",1,0,"sim","excel","certamente sim",10,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","pelos professores que ministram/ministraram disciplinas da transversal","nao","Remota","nao","nao","totalmente em escola particular","ensino medio tradicional","Feminino",165,60,1998-08-26,"bolsista em tempo integral","pensao, quarto alugado ou algo similar",1,"curitiba","b (carro)","carro/moto proprio",5,0,"cachorro","piano","Facebook; Twitter; Instagram; Linkedin",50,"A se chama Bouba e B se chama Kiki.",22.038567493113,22,1
"506","ufpr","sd - saude","mestrado academico","ciencias biologicas",2015,"uepg","iniciacao cientifica; monitoria; projeto de extensao",NA,NA,"outro",3,"nao",1,0,"sim","excel","nao sei ainda",8,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","site da ufpr ou instituicao de origem","nao","Remota","nao","nao","totalmente em escola publica","ensino medio tradicional","Feminino",168,59,1988-06-19,"trabalho por contrato","com o namorado(a)/noivo(a)/conjuge",2,"reg. metr.","b (carro)","carro/moto proprio",60,0,"cachorro; gato","nao toco nenhum instrumento","Facebook; Instagram; Linkedin",46,"B se chama Bouba e A se chama Kiki.",20.9041950113379,32,1
"507","ufpr","sd - saude","mestrado academico","ciencias biologicas",2016,"outro","iniciacao cientifica",NA,NA,"outro",0,"nao",1,2,"sim","spss; excel; graphpad prism; bioestat5.0","certamente sim",10,"aumento salarial e oportunidades mais promissoras.","site da ufpr ou instituicao de origem","nao","Remota","nao","nao","totalmente em escola publica","ensino medio tradicional","Feminino",156,60,1994-09-22,"trabalho com carteira assinada/vinculo formal","com os pais",1,"curitiba","b (carro)","carro/moto proprio",20,2,"nao possuo","teclado","Facebook; Twitter; Instagram",50,"B se chama Bouba e A se chama Kiki.",24.65483234714,26,1
"508","unila",NA,"doutorado","ciencias biologicas",2004,"unioeste","iniciacao cientifica; monitoria",2009,2011,"unioeste",13,"nao",1,1,"sim","excel; sisvar","certamente sim",10,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","pelo(a)  orientador(a)","nao","Remota","nao","nao","totalmente em escola publica","ensino medio tradicional","Feminino",166,60,1981-08-18,"outro","sozinho",2,"interior","a e b (moto e carro)","carro/moto proprio",10,0,"gato","nao toco nenhum instrumento","Facebook; Instagram",53,"B se chama Bouba e A se chama Kiki.",21.7738423573813,39,1
"509","uepg",NA,"mestrado profissional","ciencias biologicas",2019,"outro","monitoria; projeto de extensao",NA,NA,"outro",0,"capes",1,0,"sim","excel","certamente sim",10,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","pelos professores que ministram/ministraram disciplinas da transversal","nao","Remota","nao","nao","totalmente em escola particular","ensino medio tradicional","Feminino",165,60,1998-08-26,"bolsista em tempo integral","pensao, quarto alugado ou algo similar",1,"curitiba","b (carro)","carro/moto proprio",5,0,"cachorro","piano","Facebook; Twitter; Instagram; Linkedin",50,"A se chama Bouba e B se chama Kiki.",22.038567493113,22,1
"510","uepg","sd - saude","doutorado","ciencias biologicas",2017,"uepg","iniciacao cientifica; monitoria",2018,2020,"uepg",0,"nao",0,10,"sim","sigmaplot","certamente sim",8,"aumento salarial e oportunidades mais promissoras.","outro","nao","Remota","nao","nao","totalmente em escola particular","ensino medio tradicional","Feminino",166,59,1995-03-06,"trabalho com carteira assinada/vinculo formal","com os pais",2,"interior","b (carro)","carro/moto proprio",20,0,"cachorro; gato; passaro","nao toco nenhum instrumento","Facebook; Twitter; Instagram",52,"A se chama Bouba e B se chama Kiki.",21.4109449847583,26,1
"511","unila",NA,"mestrado academico","ciencias exatas",2018,"outro","monitoria; ciencias sem fronteiras",NA,NA,"outro",0,"nao",2,0,"sim","excel; sphinks","certamente sim",10,"outro","pelo(a)  orientador(a)","nao","Remota","nao","sim","parte em escola publica, parte em particular","ensino medio tradicional","Feminino",168,57,1990-11-07,"trabalho ocasional","pensao, quarto alugado ou algo similar",2,"outro estado","b (carro)","a pe",10,2,"nao possuo","violao","Linkedin",57,"B se chama Bouba e A se chama Kiki.",20.1955782312925,30,1
"512","ufpr","et - exatas","doutorado","ciencias exatas",2016,"unioeste","projeto de extensao; pibid",2017,2019,"ufpr",0,"nao",2,8,"nao","","nao sei ainda",7,"conseguir um emprego.","pelos professores que ministram/ministraram disciplinas da transversal","nao","Presencial","nao","nao","totalmente em escola publica","ensino medio tradicional","Feminino",165,58,1990-12-03,"trabalho ocasional","pensao, quarto alugado ou algo similar",1,"outro estado","nao","a pe",30,10,"nao possuo","nao toco nenhum instrumento","Facebook; Instagram",58,"A se chama Bouba e B se chama Kiki.",21.3039485766759,30,1
"513","ufpr","sd - saude","mestrado academico","ciencias biologicas",2013,"ufpr","iniciacao cientifica; monitoria; projeto de extensao",NA,NA,"outro",0,"nao",1,0,"sim","excel","certamente sim",10,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","site da ufpr ou instituicao de origem","nao","Remota","nao","nao","totalmente em escola publica","ensino medio tradicional","Feminino",169,61,1988-10-18,"trabalho com carteira assinada/vinculo formal","com o namorado(a)/noivo(a)/conjuge",1,"curitiba","b (carro)","carro/moto proprio",30,5,"cachorro","nao toco nenhum instrumento","Facebook; Instagram",58,"A se chama Bouba e B se chama Kiki.",21.3577955953923,32,1
"514","ufpr","ag - agrarias","mestrado academico","ciencias biologicas",2017,"outro",NA,NA,2022,"outro",0,"nao",1,1,"nao","","certamente sim",9,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","pelo(a)  orientador(a)","nao","Remota","nao","nao","totalmente em escola publica","ensino medio tradicional","Feminino",164,65,1995-08-26,"trabalho por contrato","sozinho",1,"outro estado","a e b (moto e carro)","transporte publico",120,0,"cachorro","nao toco nenhum instrumento","Facebook; Instagram",40,"B se chama Bouba e A se chama Kiki.",24.1671624033314,25,1
