"","data_hora","instituicao","setor_ufpr","atividade_ies","area_conhec","fim_grad","inst_grad","programas_grad","inicio_msc","final_msc","inst_msc","artigos","bolsa","materias_est","materias_n_est","software_sn","software_list","met_est","import_met_est","expectativa_pos_pg","conhec_trans","youtube","contat_coord","contat_colab","ensino_medio1","ensino_medio2","sexo","altura","peso","nascimento","emprego","residencia","irmaos","origem","cnh","transporte","tempo_ies","app_transporte","pet","instrumento","redes_sociais","atv_fisica_reg","atv_fisica_n","atv_fisica_qual","covid_positivo","covid_conhecido","covid_gr_risco_me","covid_gr_risco_outro","covid_vacina","medidas_eficazes","medidas_seguidas","covid_renda","covid_estudos","covid_aprendizado","covid_ere","dificuldade_ere","covid_conclusao","descartada","idade_foto","kiki_bouba","quadrados","idade","indica_foto"
"162","16/03/2021 17:08:19","ufpr","ct - ciencias da terra","mestrado academico","ciencias exatas",2020,"utfpr","iniciacao cientifica; monitoria; projeto de extensao",2021,2023,"ufpr",1,"capes",1,0,"sim","minitab; statistica; excel ou similares; matlab","certamente sim",10,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","site da ufpr ou instituicao de origem","sim","nao","nao","totalmente em escola publica","ensino medio profissionalizante (tecnico)","Masculino",170,89,1994-06-11,"bolsista em tempo integral","sozinho",3,"regiao metropolitana","a e b (moto e carro)","carro/moto proprio",30,2,"cachorro","nao toco nenhum instrumento","facebook; twitter; google+; instagram; linkedin","sim",4,"ciclismo; musculacao","nao","sim","nao","sim","nao","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; vacinacao","uso de mascaras; uso de alcool em gel; lavagem frequente das maos","prefiro nao responder","nao afetou","afetou pouco","nao sei dizer","sim","nao se dizer","",24,"a da esquerda se chama kiki, a da direita se chama bouba.",27,26,"S/ barba"
"163","16/03/2021 17:10:23","ufpr","ag - agrarias","mestrado academico","ciencias biologicas",2016,"ufpr","nao participei",NA,NA,NA,2,"outro",2,1,"sim","r; excel ou similares","certamente sim",10,"aumento salarial e oportunidades mais promissoras.","site da ufpr ou instituicao de origem","nao","nao","nao","totalmente em escola particular","ensino medio tradicional","Masculino",179,80,1989-07-31,"bolsista em tempo integral","com o namorado(a)/noivo(a)/conjuge/nucleo familiar proprio",2,"curitiba","b (carro)","transporte publico",60,20,"cachorro","violao","facebook; twitter; instagram; linkedin","sim",3,"caminhada; corrida; musculacao","nao","sim","nao","sim","nao","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","nao afetou","estudei menos que o normal","afetou pouco","sim","sim","sim","",26,"a da esquerda se chama kiki, a da direita se chama bouba.",16,31,"S/ barba"
"164","16/03/2021 17:29:01","ufpr","bl - ciencias biologiccas","mestrado academico","ciencias biologicas",2018,"uem","iniciacao cientifica; projeto de extensao; empresa junior",NA,NA,NA,0,"capes",1,1,"sim","r","certamente sim",10,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","pelo(a)  orientador(a)","sim","nao","nao","totalmente em escola publica","ensino medio tradicional","Masculino",170,58,1993-08-02,"bolsista em tempo integral","com o namorado(a)/noivo(a)/conjuge/nucleo familiar proprio",1,"interior do parana","a e b (moto e carro)","transporte publico",60,8,"gato","nao toco nenhum instrumento","facebook; twitter; instagram; linkedin","nao",0,"nenhuma","nao","sim","nao","nao","nao","uso de mascaras; uso de luvas; uso de protecao ocular; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); isolamento social","nao afetou","estudei menos que o normal","afetou pouco","sim","sim","sim","",28,"a da esquerda se chama kiki, a da direita se chama bouba.",19,27,"S/ barba"
"165","16/03/2021 17:40:53","ufpr","et - exatas","doutorado","ciencias exatas",1998,"outro","nao participei",2003,2005,"ufpr",0,"nao",1,1,"sim","excel ou similares","certamente sim",10,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","site da ufpr ou instituicao de origem","sim","nao","nao","totalmente em escola publica","ensino medio profissionalizante (tecnico)","Masculino",190,75,1975-02-25,"trabalho com carteira assinada/vinculo formal","com o namorado(a)/noivo(a)/conjuge/nucleo familiar proprio",1,"interior do parana","b (carro)","carro/moto proprio",20,0,"nao possuo","violao","facebook; twitter; instagram; linkedin","sim",4,"karate","nao","sim","nao","nao","nao","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); isolamento social","afetou moderadamente","nao afetou","afetou pouco","sim","nao","nao","",26,"a da esquerda se chama kiki, a da direita se chama bouba.",40,46,"S/ barba"
"166","16/03/2021 18:01:10","ufpr","tc - tecnologia","doutorado","ciencias exatas",2005,"utfpr","nao participei",2013,2016,"utfpr",1,"nao",1,8,"sim","excel ou similares","nao sei ainda",8,"aumento salarial e oportunidades mais promissoras.","site da ufpr ou instituicao de origem","nao","nao","nao","parte em escola publica, parte em particular","ensino medio tradicional","Feminino",159,54,1974-09-05,"trabalho com carteira assinada/vinculo formal","com o namorado(a)/noivo(a)/conjuge/nucleo familiar proprio",2,"outro estado","b (carro)","carro/moto proprio",10,0,"cachorro; peixe","nao toco nenhum instrumento","facebook; instagram; linkedin","sim",3,"pilates","nao","sim","nao","sim","nao","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","uso de mascaras; uso de alcool em gel; distanciamento entre individuos (1 metro ou mais); isolamento social","afetou pouco","nao afetou","nao afetou","sim","nao","nao","",22,"a da esquerda se chama kiki, a da direita se chama bouba.",29,46,"S/ barba"
"167","16/03/2021 18:07:13","utfpr",NA,"mestrado academico","ciencias exatas",2015,"outro","nao participei",NA,NA,NA,0,"nao",1,0,"nao","nunca usei","certamente sim",9,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","email institucional da sucom (superintendencia de comunicacao e marketing)","nao","nao","nao","totalmente em escola publica","ensino medio tradicional","Feminino",165,89,1988-04-20,"trabalho ocasional","com o namorado(a)/noivo(a)/conjuge/nucleo familiar proprio",3,"outro estado","b (carro)","carro/moto proprio",20,0,"cachorro; gato","nao toco nenhum instrumento","facebook; instagram","nao",0,"nenhuma","nao","sim","nao","sim","nao","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); isolamento social","afetou muito","estudei mais que o normal","nao afetou","sim","nao","nao","",25,"a da esquerda se chama bouba, a da direita se chama kiki.",40,33,"S/ barba"
"168","16/03/2021 18:09:48","nao sou aluno de pos graduacao",NA,"professor","ciencias exatas",1996,"outro","nao participei",2003,2005,"outro",20,"nao",0,0,"nao","excel ou similares","certamente sim",10,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","site da ufpr ou instituicao de origem","nao","nao","nao","totalmente em escola publica","ensino medio tradicional","Masculino",176,95,1976-10-25,"trabalho com carteira assinada/vinculo formal","com o namorado(a)/noivo(a)/conjuge/nucleo familiar proprio",3,"interior do parana","superior a b","carro/moto proprio",20,300,"cachorro","nao toco nenhum instrumento","facebook; linkedin","sim",3,"caminhada; pilates","nao","sim","sim","sim","nao","uso de mascaras; uso de luvas; uso de protecao ocular; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","uso de mascaras; uso de luvas; uso de protecao ocular; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","afetou pouco","estudei mais que o normal","nao afetou","sim","nao","nao se dizer","",23,"a da esquerda se chama kiki, a da direita se chama bouba.",24,44,"S/ barba"
"169","16/03/2021 18:13:52","ufpr","tc - tecnologia","doutorado","ciencias exatas",2006,"ufpr","pet",2018,2020,"ufpr",4,"nao",1,0,"sim","excel ou similares","certamente sim",8,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","por ex-alunos da disciplina","nao","nao","nao","totalmente em escola publica","ensino medio profissionalizante (tecnico)","Feminino",167,70,1982-01-26,"outro","com o namorado(a)/noivo(a)/conjuge/nucleo familiar proprio",3,"curitiba","b (carro)","carro/moto proprio",45,0,"gato","nao toco nenhum instrumento","facebook; twitter; instagram; linkedin","nao",0,"nenhuma","nao","sim","sim","sim","nao","uso de mascaras; uso de protecao ocular; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","uso de mascaras; uso de protecao ocular; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); isolamento social","extinguiu minha renda","estudei menos que o normal","afetou muito","sim","nao sei dizer","sim","",28,"a da esquerda se chama kiki, a da direita se chama bouba.",33,39,"S/ barba"
"170","16/03/2021 18:14:47","ufpr","ag - agrarias","mestrado academico","ciencias biologicas",2019,"ufpr","iniciacao cientifica; monitoria; projeto de extensao",NA,NA,NA,4,"nao",1,0,"sim","excel ou similares","certamente sim",9,"conseguir um emprego.","site da ufpr ou instituicao de origem","nao","nao","nao","totalmente em escola particular","ensino medio tradicional","Feminino",162,64,1994-06-30,"outro","com os pais",0,"regiao metropolitana","b (carro)","carro/moto proprio",20,1,"cachorro; gato; passaro","violao","facebook; instagram","sim",6,"caminhada; corrida; musculacao","nao","sim","nao","sim","nao","uso de mascaras; uso de protecao ocular; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","uso de mascaras; uso de protecao ocular; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); isolamento social","afetou moderadamente","nao afetou","afetou muito","sim","nao","sim","",24,"a da esquerda se chama kiki, a da direita se chama bouba.",27,26,"S/ barba"
"171","16/03/2021 18:20:01","ufpr","sd - saude","mestrado profissional","ciencias humanas",2010,"outro","monitoria; projeto de extensao",NA,NA,NA,0,"nao",1,0,"sim","excel ou similares","nao sei ainda",8,"aumento salarial e oportunidades mais promissoras.","site da ufpr ou instituicao de origem","nao","nao","nao","parte em escola publica, parte em particular","ensino medio tradicional","Masculino",187,104,1987-10-22,"trabalho com carteira assinada/vinculo formal","sozinho",1,"interior do parana","b (carro)","carro/moto proprio",13,0,"cachorro","nao toco nenhum instrumento","facebook; twitter; instagram; linkedin; outras","nao",0,"nenhuma","nao","sim","nao","sim","sim","uso de mascaras; uso de protecao ocular; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","nao afetou","estudei mais que o normal","afetou pouco","sim","nao","nao se dizer","",25,"a da esquerda se chama bouba, a da direita se chama kiki.",19,33,"S/ barba"
"172","16/03/2021 20:08:21","ufpr","ag - agrarias","doutorado","ciencias biologicas",2009,"outro","iniciacao cientifica; monitoria; projeto de extensao; empresa junior",2011,2013,"uel",7,"nao",1,1,"sim","r; sas; excel ou similares","certamente sim",10,"aumento salarial e oportunidades mais promissoras.","site da ufpr ou instituicao de origem","sim","nao","nao","totalmente em escola particular","ensino medio tradicional","Masculino",178,95,1984-08-28,"trabalho com carteira assinada/vinculo formal","com o namorado(a)/noivo(a)/conjuge/nucleo familiar proprio",1,"outro estado","b (carro)","carro/moto proprio",60,0,"cachorro; gato; outro","nao toco nenhum instrumento","facebook; instagram; linkedin","nao",1,"caminhada","nao","sim","sim","nao","nao","uso de mascaras; uso de luvas; uso de protecao ocular; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; tratamento precoce (de qualquer especie); isolamento social","uso de mascaras; uso de luvas; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); isolamento social","afetou pouco","estudei menos que o normal","afetou muito","sim","sim","sim","",20,"a da esquerda se chama kiki, a da direita se chama bouba.",25,36,"S/ barba"
"173","16/03/2021 20:09:56","ifpr",NA,"mestrado profissional","ciencias humanas",2013,"outro","monitoria",NA,NA,NA,0,"nao",1,6,"nao","nunca usei","certamente sim",9,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","site da ufpr ou instituicao de origem","nao","nao","nao","totalmente em escola publica","ensino medio profissionalizante (tecnico)","Masculino",183,123,1977-02-25,"trabalho com carteira assinada/vinculo formal","com o namorado(a)/noivo(a)/conjuge/nucleo familiar proprio",4,"outro estado","superior a b","transporte publico",30,0,"nao possuo","violao","facebook; google+; instagram; linkedin","sim",3,"caminhada","sim","sim","nao","sim","nao","uso de mascaras; uso de luvas; uso de protecao ocular; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; tratamento precoce (de qualquer especie); isolamento social","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); isolamento social","afetou moderadamente","estudei mais que o normal","afetou moderadamente","sim","sim","sim","",24,"a da esquerda se chama kiki, a da direita se chama bouba.",40,44,"S/ barba"
"174","16/03/2021 20:22:09","ufpr","ch - humanas","doutorado","ciencias humanas",2018,"outro","iniciacao cientifica; projeto de extensao",2017,2019,"uem",3,"capes",2,4,"sim","r; spss; excel ou similares","certamente sim",10,"conseguir um emprego.","site da ufpr ou instituicao de origem","nao","nao","nao","totalmente em escola publica","ensino medio tradicional","Feminino",165,68,1995-03-20,"bolsista em tempo integral","com o namorado(a)/noivo(a)/conjuge/nucleo familiar proprio",1,"interior do parana","a e b (moto e carro)","a pe",15,2,"nao possuo","nao toco nenhum instrumento","facebook; twitter; instagram; linkedin","nao",0,"nenhuma; pilates","nao","nao","nao","nao","nao","uso de mascaras; uso de luvas; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","uso de mascaras; uso de alcool em gel","afetou moderadamente","nao afetou","afetou moderadamente","sim","nao sei dizer","nao","",20,"a da esquerda se chama bouba, a da direita se chama kiki.",28,26,"S/ barba"
"175","16/03/2021 20:45:25","ufpr","ag - agrarias","doutorado","ciencias biologicas",2018,"outro","iniciacao cientifica; monitoria; projeto de extensao; voluntariado",2018,2020,"ufpr",0,"capes",1,0,"sim","r; spss","certamente sim",10,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","site da ufpr ou instituicao de origem","sim","sim","nao","totalmente em escola publica","ensino medio tradicional","Feminino",160,44,1993-01-22,"bolsista em tempo integral","com amigos",3,"outro estado","b (carro)","bicicleta",35,5,"nao possuo","nao toco nenhum instrumento","facebook; twitter","sim",5,"caminhada; musculacao","nao","sim","nao","nao","nao","uso de mascaras; uso de luvas; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","uso de mascaras; uso de luvas; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); isolamento social","afetou moderadamente","estudei menos que o normal","afetou moderadamente","sim","sim","nao se dizer","",29,"a da esquerda se chama bouba, a da direita se chama kiki.",40,28,"S/ barba"
